index,month,movie_theater,popcorn,soft_drink,sweets,water
86222,08,3,4,4,4,0
86223,11,2,3,3,3,0
86224,07,6,2,2,0,0
86225,06,6,3,3,2,0
86226,12,9,4,2,2,2
86227,03,7,4,4,4,0
86228,01,9,2,2,0,0
86229,10,3,1,1,0,0
86230,12,3,3,1,1,2
86231,04,5,3,0,0,3
86232,12,9,4,4,4,0
86233,08,2,1,1,0,0
86234,10,5,1,0,0,1
86235,08,7,4,4,4,0
86236,03,1,1,0,0,1
86237,03,3,1,1,0,0
86238,07,8,1,1,1,0
86239,02,5,3,0,0,3
86240,03,8,5,0,0,5
86241,12,2,1,1,0,0
86242,07,2,3,3,0,0
86243,06,2,1,0,0,1
86244,08,8,3,0,0,3
86245,12,3,3,0,0,3
86246,07,1,1,0,0,1
86247,06,4,4,4,3,0
86248,04,8,5,3,2,2
86249,08,6,4,3,1,1
86250,10,4,4,4,4,0
86251,10,7,3,2,1,1
86252,07,4,2,2,2,0
86253,05,7,5,4,2,1
86254,07,2,1,1,0,0
86255,09,8,1,1,0,0
86256,03,1,2,0,0,2
86257,03,2,2,2,0,0
86258,07,2,3,0,0,3
86259,01,8,3,3,3,0
86260,07,9,4,4,4,0
86261,04,2,5,5,1,0
86262,10,9,4,4,4,0
86263,01,7,5,5,5,0
86264,06,9,2,1,0,1
86265,03,4,4,4,4,0
86266,08,7,1,1,1,0
86267,11,5,1,0,0,1
86268,10,9,5,5,5,0
86269,01,6,1,1,0,0
86270,05,2,2,2,0,0
86271,10,2,3,3,1,0
86272,02,2,3,0,0,3
86273,11,6,5,5,0,0
86274,07,9,4,3,3,1
86275,12,4,4,4,4,0
86276,09,6,1,1,0,0
86277,01,3,3,0,0,3
86278,11,2,3,0,0,3
86279,12,6,3,3,0,0
86280,06,2,1,0,0,1
86281,04,1,2,1,0,1
86282,06,3,1,0,0,1
86283,06,7,5,5,5,0
86284,02,5,1,0,0,1
86285,12,4,5,5,5,0
86286,04,9,4,4,4,0
86287,07,6,2,0,0,2
86288,07,1,2,0,0,2
86289,11,9,5,5,5,0
86290,04,3,2,0,0,2
86291,05,7,4,4,4,0
86292,12,7,1,0,0,1
86293,02,5,5,1,0,4
86294,06,6,1,1,0,0
86295,03,1,1,1,1,0
86296,10,4,5,4,4,1
86297,03,8,2,0,0,2
86298,08,5,3,1,1,2
86299,10,2,1,1,1,0
86300,08,7,5,5,4,0
86301,06,2,2,2,0,0
86302,01,5,1,0,0,1
86303,10,9,3,3,3,0
86304,04,2,5,5,4,0
86305,02,2,1,1,0,0
86306,04,4,3,3,3,0
86307,04,4,2,0,0,2
86308,11,2,3,3,0,0
86309,07,9,3,3,2,0
86310,03,6,1,1,1,0
86311,12,7,1,1,0,0
86312,07,9,2,2,1,0
86313,09,8,2,0,0,2
86314,06,6,1,1,0,0
86315,06,2,2,2,0,0
86316,05,6,2,2,1,0
86317,07,8,5,0,0,5
86318,11,1,5,0,0,5
86319,01,2,1,1,0,0
86320,07,6,1,1,1,0
86321,12,9,2,2,2,0
86322,12,6,2,2,1,0
86323,02,5,2,1,0,1
86324,11,7,5,5,5,0
86325,10,1,2,0,0,2
86326,10,1,3,0,0,3
86327,06,7,5,5,5,0
86328,10,8,1,0,0,1
86329,06,4,2,0,0,2
86330,05,3,1,1,0,0
86331,11,9,4,4,3,0
86332,03,7,1,1,0,0
86333,06,1,1,0,0,1
86334,08,7,4,3,2,1
86335,08,1,1,0,0,1
86336,06,9,4,4,4,0
86337,04,6,2,2,1,0
86338,06,6,2,2,0,0
86339,04,4,1,1,0,0
86340,11,2,2,2,0,0
86341,11,5,3,0,0,3
86342,04,3,2,0,0,2
86343,09,5,3,1,0,2
86344,02,9,3,3,3,0
86345,11,9,4,3,2,1
86346,12,4,4,4,3,0
86347,01,9,4,3,2,1
86348,05,7,5,5,5,0
86349,11,1,1,0,0,1
86350,08,7,3,3,3,0
86351,04,1,3,0,0,3
86352,08,3,1,0,0,1
86353,09,2,1,1,1,0
86354,05,8,2,0,0,2
86355,03,7,2,2,2,0
86356,12,7,4,4,4,0
86357,06,9,3,3,3,0
86358,09,6,2,2,0,0
86359,06,8,1,0,0,1
86360,03,3,3,1,0,2
86361,07,8,4,4,4,0
86362,10,6,3,3,3,0
86363,12,5,2,1,0,1
86364,10,7,2,0,0,2
86365,04,3,2,0,0,2
86366,07,7,5,4,4,1
86367,06,6,4,4,4,0
86368,02,2,3,3,2,0
86369,12,1,1,1,1,0
86370,05,4,4,3,3,1
86371,06,4,4,4,4,0
86372,05,7,3,3,3,0
86373,04,3,3,0,0,3
86374,01,9,5,0,0,5
86375,10,3,1,0,0,1
86376,05,1,2,2,1,0
86377,12,3,1,0,0,1
86378,09,4,4,3,3,1
86379,02,7,2,1,0,1
86380,09,4,4,4,4,0
86381,12,5,4,0,0,4
86382,07,6,1,1,1,0
86383,08,2,5,0,0,5
86384,02,4,5,5,5,0
86385,06,6,1,1,0,0
86386,11,4,3,3,3,0
86387,03,4,5,5,0,0
86388,11,9,1,1,1,0
86389,11,3,4,4,4,0
86390,12,4,4,3,3,1
86391,07,3,2,1,0,1
86392,01,9,3,3,2,0
86393,12,2,1,1,1,0
86394,08,4,2,2,0,0
86395,04,6,2,2,1,0
86396,04,9,3,3,1,0
86397,04,1,1,0,0,1
86398,01,3,2,1,0,1
86399,07,8,2,1,0,1
86400,08,2,1,0,0,1
86401,04,9,3,0,0,3
86402,12,1,4,1,0,3
86403,02,5,1,1,0,0
86404,10,9,3,3,3,0
86405,09,6,3,3,3,0
86406,03,7,1,1,1,0
86407,12,6,2,2,0,0
86408,05,6,1,0,0,1
86409,12,2,1,1,0,0
86410,11,9,4,4,4,0
86411,12,5,3,3,2,0
86412,03,4,1,1,1,0
86413,10,7,2,2,2,0
86414,07,7,4,4,3,0
86415,08,2,1,1,0,0
86416,11,2,3,1,1,2
86417,03,4,4,4,4,0
86418,02,3,3,1,0,2
86419,05,9,4,4,4,0
86420,10,7,4,4,4,0
86421,06,8,4,4,4,0
86422,07,8,2,0,0,2
86423,10,6,4,4,3,0
86424,12,6,4,1,0,3
86425,12,2,2,2,1,0
86426,03,5,1,0,0,1
86427,09,1,1,1,0,0
86428,10,6,1,1,0,0
86429,09,7,4,4,3,0
86430,10,6,3,3,1,0
86431,06,8,2,2,0,0
86432,02,2,3,3,0,0
86433,08,5,2,0,0,2
86434,07,1,2,1,1,1
86435,02,3,4,4,4,0
86436,11,1,2,1,0,1
86437,03,4,3,3,2,0
86438,05,7,4,3,3,1
86439,12,5,1,1,0,0
86440,01,9,4,4,3,0
86441,12,2,1,1,0,0
86442,07,1,4,4,0,0
86443,11,1,2,0,0,2
86444,07,9,4,4,3,0
86445,02,9,4,4,4,0
86446,12,1,2,0,0,2
86447,07,4,4,3,3,1
86448,07,6,1,1,0,0
86449,11,4,3,3,3,0
86450,02,4,5,5,5,0
86451,09,5,4,1,0,3
86452,10,3,1,0,0,1
86453,06,6,1,1,0,0
86454,06,7,3,3,2,0
86455,07,3,1,1,0,0
86456,09,3,2,1,0,1
86457,10,2,1,1,0,0
86458,07,7,2,2,2,0
86459,09,9,4,4,4,0
86460,08,7,5,5,5,0
86461,11,9,5,4,4,1
86462,10,1,3,1,0,2
86463,11,6,1,1,0,0
86464,09,7,4,4,4,0
86465,06,6,1,1,0,0
86466,02,7,5,5,5,0
86467,11,9,1,0,0,1
86468,04,2,2,2,0,0
86469,06,6,2,2,0,0
86470,11,5,2,0,0,2
86471,07,6,2,2,0,0
86472,07,5,2,0,0,2
86473,09,6,5,5,0,0
86474,07,2,1,1,0,0
86475,01,2,1,1,0,0
86476,05,4,2,2,2,0
86477,06,9,3,0,0,3
86478,06,5,1,1,0,0
86479,06,7,3,3,2,0
86480,03,6,2,2,1,0
86481,08,4,4,4,4,0
86482,08,5,3,0,0,3
86483,01,7,5,4,4,1
86484,02,6,1,1,0,0
86485,06,8,2,0,0,2
86486,04,4,4,4,4,0
86487,11,3,2,0,0,2
86488,09,2,3,3,0,0
86489,06,9,4,4,3,0
86490,09,6,5,5,0,0
86491,02,7,4,4,4,0
86492,09,5,2,0,0,2
86493,07,6,1,1,0,0
86494,02,7,5,5,5,0
86495,07,1,1,0,0,1
86496,05,9,1,1,1,0
86497,07,2,5,5,5,0
86498,04,3,1,0,0,1
86499,10,2,1,1,1,0
86500,03,9,4,3,3,1
86501,02,7,3,3,2,0
86502,07,8,2,0,0,2
86503,03,8,1,0,0,1
86504,06,2,5,5,0,0
86505,10,4,3,3,3,0
86506,03,4,5,5,4,0
86507,05,6,2,2,2,0
86508,11,7,4,0,0,4
86509,02,7,3,3,3,0
86510,07,5,5,4,4,1
86511,08,4,3,3,3,0
86512,09,4,4,4,4,0
86513,10,2,2,2,1,0
86514,12,3,1,0,0,1
86515,11,5,1,0,0,1
86516,08,5,3,0,0,3
86517,07,3,2,0,0,2
86518,04,8,3,0,0,3
86519,06,2,2,2,0,0
86520,07,2,1,1,0,0
86521,07,2,2,2,0,0
86522,10,2,2,2,0,0
86523,02,2,1,1,1,0
86524,09,3,1,0,0,1
86525,07,9,4,4,4,0
86526,07,7,3,3,3,0
86527,10,4,3,3,3,0
86528,07,3,3,0,0,3
86529,09,6,1,1,0,0
86530,07,8,4,1,1,3
86531,10,7,3,0,0,3
86532,08,4,3,3,3,0
86533,05,9,1,1,0,0
86534,10,4,2,2,2,0
86535,11,7,3,1,0,2
86536,08,8,3,1,0,2
86537,03,1,1,0,0,1
86538,01,3,2,0,0,2
86539,07,4,4,4,4,0
86540,10,7,1,1,0,0
86541,03,4,3,3,2,0
86542,01,4,4,4,3,0
86543,06,5,2,2,0,0
86544,05,7,2,2,1,0
86545,11,4,5,0,0,5
86546,12,1,4,3,3,1
86547,04,6,2,2,1,0
86548,10,8,3,1,0,2
86549,06,8,1,1,1,0
86550,12,9,4,4,4,0
86551,03,8,1,0,0,1
86552,09,8,1,1,0,0
86553,07,9,1,1,1,0
86554,09,1,3,0,0,3
86555,12,8,2,2,0,0
86556,08,6,1,0,0,1
86557,11,9,4,4,3,0
86558,05,2,4,3,2,1
86559,10,4,3,3,3,0
86560,11,2,2,2,0,0
86561,05,6,1,1,0,0
86562,07,6,2,2,1,0
86563,04,8,1,1,0,0
86564,12,7,1,1,0,0
86565,05,6,2,2,1,0
86566,09,7,1,0,0,1
86567,03,4,1,0,0,1
86568,01,6,2,0,0,2
86569,06,4,4,4,4,0
86570,05,5,1,0,0,1
86571,04,6,4,4,1,0
86572,09,1,2,2,1,0
86573,11,7,2,1,0,1
86574,05,6,1,1,0,0
86575,09,8,2,0,0,2
86576,08,3,1,0,0,1
86577,03,6,1,1,0,0
86578,07,8,4,0,0,4
86579,01,3,2,2,0,0
86580,07,4,4,3,3,1
86581,05,2,3,3,0,0
86582,06,9,3,3,3,0
86583,03,2,1,1,1,0
86584,04,5,1,0,0,1
86585,02,5,5,5,5,0
86586,05,6,1,0,0,1
86587,08,7,5,5,3,0
86588,01,3,2,2,0,0
86589,06,8,1,0,0,1
86590,10,4,1,1,1,0
86591,03,9,1,1,0,0
86592,11,7,3,2,2,1
86593,11,9,1,0,0,1
86594,03,4,3,3,2,0
86595,05,6,5,5,2,0
86596,09,3,1,0,0,1
86597,01,4,4,4,4,0
86598,11,8,4,4,4,0
86599,12,3,1,1,1,0
86600,12,3,3,2,2,1
86601,03,3,4,4,3,0
86602,07,3,1,1,1,0
86603,04,5,2,2,2,0
86604,05,3,1,1,0,0
86605,04,4,1,1,0,0
86606,07,9,4,4,4,0
86607,04,2,4,4,0,0
86608,07,3,5,5,5,0
86609,03,1,3,0,0,3
86610,08,9,3,2,2,1
86611,12,5,2,0,0,2
86612,11,4,4,4,4,0
86613,06,2,5,5,0,0
86614,08,6,2,2,0,0
86615,08,1,2,1,0,1
86616,05,6,1,1,0,0
86617,01,9,3,3,3,0
86618,10,2,3,3,0,0
86619,10,6,2,0,0,2
86620,12,6,1,1,0,0
86621,04,1,2,0,0,2
86622,12,1,2,0,0,2
86623,08,4,2,2,2,0
86624,08,3,2,2,0,0
86625,06,8,3,1,1,2
86626,01,5,3,0,0,3
86627,08,6,4,4,2,0
86628,11,6,1,1,1,0
86629,01,2,1,1,0,0
86630,04,3,1,0,0,1
86631,01,2,5,5,1,0
86632,09,3,2,1,0,1
86633,05,2,4,4,3,0
86634,03,5,2,0,0,2
86635,01,6,1,1,0,0
86636,02,7,4,4,4,0
86637,06,7,3,2,2,1
86638,09,8,3,3,2,0
86639,04,3,1,1,0,0
86640,05,9,2,2,2,0
86641,11,7,4,4,4,0
86642,06,2,3,3,1,0
86643,07,5,1,0,0,1
86644,02,7,1,1,0,0
86645,05,4,3,0,0,3
86646,09,5,1,0,0,1
86647,07,3,4,1,0,3
86648,09,9,5,5,5,0
86649,11,7,4,4,4,0
86650,02,2,1,1,0,0
86651,02,2,2,2,0,0
86652,12,6,2,2,2,0
86653,04,2,3,3,0,0
86654,05,9,5,5,5,0
86655,11,3,1,0,0,1
86656,10,9,1,1,0,0
86657,12,8,3,0,0,3
86658,10,6,2,2,1,0
86659,08,1,1,0,0,1
86660,08,9,4,4,4,0
86661,03,9,1,1,1,0
86662,06,9,5,5,5,0
86663,09,2,2,2,1,0
86664,04,8,5,1,0,4
86665,04,3,1,0,0,1
86666,05,3,3,0,0,3
86667,04,7,4,4,4,0
86668,03,6,1,1,0,0
86669,12,1,1,0,0,1
86670,01,5,1,1,0,0
86671,04,2,4,4,0,0
86672,01,4,4,4,3,0
86673,04,3,1,0,0,1
86674,08,1,3,0,0,3
86675,06,3,3,1,1,2
86676,04,1,1,0,0,1
86677,02,4,3,0,0,3
86678,02,8,2,2,0,0
86679,07,4,5,5,5,0
86680,03,4,4,1,0,3
86681,02,9,2,2,2,0
86682,12,1,2,0,0,2
86683,12,2,2,2,0,0
86684,08,2,1,1,0,0
86685,11,1,4,0,0,4
86686,01,7,3,3,2,0
86687,05,3,4,3,3,1
86688,02,2,1,1,0,0
86689,11,6,4,4,4,0
86690,11,2,1,1,0,0
86691,10,6,1,1,1,0
86692,02,1,3,0,0,3
86693,10,2,1,0,0,1
86694,06,2,1,1,1,0
86695,03,3,4,4,4,0
86696,07,2,2,2,0,0
86697,03,4,4,2,2,2
86698,09,1,3,1,1,2
86699,08,6,1,1,1,0
86700,02,6,2,2,1,0
86701,03,2,2,2,1,0
86702,04,6,5,5,1,0
86703,09,2,1,0,0,1
86704,03,6,1,0,0,1
86705,03,9,4,4,4,0
86706,05,7,4,4,4,0
86707,06,4,5,5,5,0
86708,07,1,4,0,0,4
86709,09,7,4,4,4,0
86710,07,6,1,1,1,0
86711,05,2,1,1,0,0
86712,05,6,2,1,0,1
86713,03,4,2,2,2,0
86714,02,7,5,5,5,0
86715,03,9,4,4,4,0
86716,08,9,4,4,4,0
86717,02,8,3,1,0,2
86718,07,4,2,2,2,0
86719,12,8,3,1,0,2
86720,01,7,4,3,3,1
86721,08,3,3,1,1,2
86722,01,3,1,0,0,1
86723,06,8,1,1,0,0
86724,11,8,1,1,1,0
86725,06,9,4,4,3,0
86726,01,9,4,4,3,0
86727,06,9,5,5,4,0
86728,04,2,1,1,0,0
86729,09,6,2,2,0,0
86730,11,9,4,3,3,1
86731,05,2,2,1,0,1
86732,12,5,1,1,1,0
86733,01,3,3,1,0,2
86734,02,5,2,0,0,2
86735,08,7,3,3,3,0
86736,11,5,3,0,0,3
86737,12,2,5,5,1,0
86738,08,9,2,2,1,0
86739,04,4,1,0,0,1
86740,12,3,1,0,0,1
86741,07,3,1,1,0,0
86742,11,8,4,4,4,0
86743,04,6,1,1,0,0
86744,12,9,5,5,5,0
86745,03,1,3,0,0,3
86746,02,4,4,4,4,0
86747,01,5,1,0,0,1
86748,01,2,4,4,1,0
86749,03,1,1,0,0,1
86750,03,6,1,1,0,0
86751,12,5,4,4,3,0
86752,05,6,1,1,1,0
86753,09,9,2,2,0,0
86754,11,1,4,0,0,4
86755,09,4,4,3,3,1
86756,06,7,5,5,5,0
86757,06,2,1,1,0,0
86758,04,2,2,2,0,0
86759,12,9,5,4,4,1
86760,05,4,4,4,4,0
86761,09,3,2,0,0,2
86762,04,3,1,0,0,1
86763,11,2,3,3,0,0
86764,11,3,1,0,0,1
86765,01,1,1,0,0,1
86766,09,6,1,1,0,0
86767,10,1,3,0,0,3
86768,11,9,3,3,3,0
86769,12,3,1,1,0,0
86770,12,7,4,4,4,0
86771,03,3,2,1,0,1
86772,08,2,1,1,1,0
86773,09,5,1,0,0,1
86774,04,9,4,3,0,1
86775,03,6,3,3,2,0
86776,07,2,1,1,1,0
86777,01,1,5,2,1,3
86778,01,2,2,2,0,0
86779,09,5,2,0,0,2
86780,08,6,2,2,0,0
86781,07,5,2,1,0,1
86782,11,9,1,1,0,0
86783,06,1,2,1,0,1
86784,01,2,2,2,1,0
86785,08,7,3,1,0,2
86786,04,2,4,4,4,0
86787,05,1,2,2,2,0
86788,05,9,2,1,1,1
86789,07,6,2,2,1,0
86790,04,7,4,4,4,0
86791,01,2,2,2,0,0
86792,08,2,1,1,0,0
86793,07,9,3,3,3,0
86794,12,2,3,0,0,3
86795,09,3,2,0,0,2
86796,05,3,1,0,0,1
86797,05,5,3,1,0,2
86798,05,5,3,0,0,3
86799,09,7,4,4,0,0
86800,02,4,1,1,1,0
86801,11,2,1,1,0,0
86802,10,6,1,1,0,0
86803,05,5,1,0,0,1
86804,01,4,2,2,1,0
86805,11,7,2,2,0,0
86806,07,8,2,1,1,1
86807,01,2,2,2,0,0
86808,06,1,3,0,0,3
86809,05,3,3,0,0,3
86810,04,9,4,4,4,0
86811,08,7,4,4,4,0
86812,04,9,3,0,0,3
86813,08,8,2,0,0,2
86814,07,6,3,3,0,0
86815,08,2,1,1,0,0
86816,02,6,1,1,1,0
86817,02,3,1,1,0,0
86818,05,9,5,5,5,0
86819,05,4,3,3,3,0
86820,06,7,4,4,3,0
86821,09,2,3,0,0,3
86822,09,5,5,4,4,1
86823,04,9,2,2,0,0
86824,10,8,1,1,0,0
86825,01,5,1,0,0,1
86826,10,1,2,0,0,2
86827,09,5,3,1,0,2
86828,12,5,2,0,0,2
86829,06,4,4,3,3,1
86830,10,9,5,5,5,0
86831,05,2,1,1,0,0
86832,06,9,4,4,4,0
86833,04,8,2,0,0,2
86834,11,9,5,4,4,1
86835,07,5,1,1,0,0
86836,10,4,5,5,5,0
86837,05,3,5,5,1,0
86838,08,6,3,3,1,0
86839,01,8,3,2,2,1
86840,08,7,2,2,2,0
86841,04,4,5,0,0,5
86842,02,6,2,2,2,0
86843,09,1,1,1,0,0
86844,05,6,1,1,0,0
86845,10,8,3,0,0,3
86846,11,2,1,1,0,0
86847,01,4,2,2,2,0
86848,09,5,1,0,0,1
86849,09,3,3,2,2,1
86850,04,2,4,4,2,0
86851,12,6,1,1,0,0
86852,12,5,1,0,0,1
86853,05,4,4,4,4,0
86854,08,5,2,0,0,2
86855,10,6,1,1,0,0
86856,02,3,5,5,4,0
86857,04,2,1,1,0,0
86858,06,2,1,1,1,0
86859,10,9,3,3,3,0
86860,02,3,1,0,0,1
86861,12,2,1,0,0,1
86862,12,9,4,4,3,0
86863,11,7,5,5,5,0
86864,12,7,5,5,4,0
86865,09,6,3,2,0,1
86866,07,6,2,2,0,0
86867,09,6,1,1,0,0
86868,03,8,3,0,0,3
86869,01,6,1,1,0,0
86870,02,4,3,0,0,3
86871,06,5,1,0,0,1
86872,08,9,5,5,5,0
86873,08,4,4,4,4,0
86874,03,2,1,1,0,0
86875,01,6,1,1,1,0
86876,03,7,1,1,1,0
86877,04,4,2,2,0,0
86878,01,7,3,3,3,0
86879,07,1,3,0,0,3
86880,05,3,2,0,0,2
86881,08,1,2,0,0,2
86882,05,1,2,2,1,0
86883,07,9,4,4,3,0
86884,11,7,5,5,4,0
86885,07,7,4,4,3,0
86886,07,3,1,1,1,0
86887,04,9,4,4,4,0
86888,07,6,3,3,0,0
86889,09,4,3,3,3,0
86890,10,1,1,0,0,1
86891,03,3,3,3,3,0
86892,12,9,4,3,2,1
86893,01,6,2,2,1,0
86894,06,6,1,1,1,0
86895,04,7,3,0,0,3
86896,01,3,2,2,1,0
86897,10,6,5,5,4,0
86898,06,1,4,3,3,1
86899,11,6,1,1,0,0
86900,09,4,4,3,3,1
86901,12,6,2,2,0,0
86902,11,2,1,1,0,0
86903,06,1,3,3,3,0
86904,12,8,3,2,1,1
86905,01,3,1,1,1,0
86906,11,5,1,1,1,0
86907,08,9,1,1,0,0
86908,01,3,2,1,0,1
86909,05,3,3,2,0,1
86910,04,5,2,2,0,0
86911,08,8,3,0,0,3
86912,09,5,1,1,1,0
86913,01,6,4,4,0,0
86914,08,2,1,1,0,0
86915,10,3,3,0,0,3
86916,10,9,5,5,5,0
86917,10,2,1,1,0,0
86918,02,5,4,1,0,3
86919,04,3,2,1,0,1
86920,09,5,5,4,3,1
86921,05,7,2,2,2,0
86922,11,9,5,5,5,0
86923,12,9,3,0,0,3
86924,09,3,1,0,0,1
86925,07,7,4,3,3,1
86926,12,1,1,0,0,1
86927,11,7,4,2,2,2
86928,04,4,4,4,3,0
86929,12,7,4,4,4,0
86930,08,1,1,0,0,1
86931,08,3,1,1,0,0
86932,01,2,1,1,0,0
86933,05,2,1,1,0,0
86934,08,1,1,0,0,1
86935,09,1,4,1,0,3
86936,06,7,5,4,4,1
86937,02,3,1,0,0,1
86938,10,2,3,3,2,0
86939,07,8,2,0,0,2
86940,11,9,1,0,0,1
86941,08,6,1,1,0,0
86942,12,1,3,1,0,2
86943,09,6,1,1,0,0
86944,08,1,2,0,0,2
86945,08,2,3,3,3,0
86946,08,1,1,0,0,1
86947,06,2,1,1,0,0
86948,11,2,1,1,0,0
86949,06,4,4,4,4,0
86950,02,2,1,1,0,0
86951,08,4,1,1,1,0
86952,10,2,1,1,0,0
86953,08,4,4,4,4,0
86954,10,6,2,2,1,0
86955,04,8,1,0,0,1
86956,10,4,4,3,3,1
86957,01,3,2,0,0,2
86958,04,6,5,5,0,0
86959,08,9,3,3,3,0
86960,07,1,1,0,0,1
86961,04,7,4,4,4,0
86962,08,7,4,4,4,0
86963,12,7,2,2,2,0
86964,10,6,2,2,0,0
86965,02,4,3,3,3,0
86966,07,2,2,2,2,0
86967,04,4,5,5,5,0
86968,09,8,2,1,0,1
86969,04,6,3,3,1,0
86970,12,2,1,1,0,0
86971,08,9,4,3,3,1
86972,04,5,1,0,0,1
86973,02,9,4,4,4,0
86974,04,9,5,5,5,0
86975,05,2,1,0,0,1
86976,02,2,1,1,0,0
86977,12,8,4,4,4,0
86978,08,2,2,2,1,0
86979,02,9,4,4,4,0
86980,09,1,2,0,0,2
86981,07,7,4,4,3,0
86982,01,7,5,4,4,1
86983,06,2,2,2,1,0
86984,06,5,1,0,0,1
86985,05,4,2,1,0,1
86986,12,4,2,2,2,0
86987,04,6,1,1,0,0
86988,09,8,1,0,0,1
86989,11,3,3,2,0,1
86990,02,2,2,2,0,0
86991,06,5,1,0,0,1
86992,09,3,3,1,0,2
86993,08,2,2,2,0,0
86994,09,2,5,5,1,0
86995,09,9,4,4,4,0
86996,02,2,1,1,1,0
86997,12,6,2,2,0,0
86998,09,6,4,4,1,0
86999,04,6,1,1,0,0
87000,09,8,1,0,0,1
87001,05,9,4,3,3,1
87002,02,9,1,1,0,0
87003,08,4,4,4,3,0
87004,08,9,5,4,4,1
87005,10,4,2,2,0,0
87006,10,9,3,3,3,0
87007,02,9,3,0,0,3
87008,03,2,1,1,0,0
87009,07,4,4,3,3,1
87010,09,1,2,2,0,0
87011,05,5,5,5,5,0
87012,07,1,1,0,0,1
87013,06,5,3,2,0,1
87014,12,1,3,1,1,2
87015,05,3,1,1,0,0
87016,08,2,1,1,0,0
87017,05,6,5,5,2,0
87018,08,4,4,4,4,0
87019,12,1,3,0,0,3
87020,07,7,1,1,0,0
87021,07,8,1,0,0,1
87022,06,1,3,1,0,2
87023,09,5,4,4,4,0
87024,09,8,1,1,0,0
87025,07,4,1,1,1,0
87026,02,7,4,4,4,0
87027,02,1,1,0,0,1
87028,07,4,5,5,1,0
87029,05,6,5,5,0,0
87030,08,7,2,1,1,1
87031,09,7,5,5,1,0
87032,01,5,1,1,1,0
87033,03,4,2,2,1,0
87034,08,5,2,0,0,2
87035,09,1,3,0,0,3
87036,08,2,1,1,0,0
87037,08,4,3,2,2,1
87038,11,1,1,1,0,0
87039,01,5,3,0,0,3
87040,02,6,1,1,0,0
87041,04,5,2,0,0,2
87042,12,2,1,1,0,0
87043,02,6,1,1,0,0
87044,08,9,5,5,4,0
87045,11,1,4,0,0,4
87046,07,4,4,3,0,1
87047,07,6,3,3,3,0
87048,05,5,3,0,0,3
87049,07,7,4,3,3,1
87050,11,3,4,0,0,4
87051,09,5,1,0,0,1
87052,05,8,1,1,1,0
87053,01,5,2,0,0,2
87054,05,9,3,3,3,0
87055,01,4,4,4,0,0
87056,07,4,4,4,4,0
87057,09,9,3,3,3,0
87058,01,6,1,1,0,0
87059,04,6,2,2,1,0
87060,01,7,1,1,1,0
87061,11,1,1,0,0,1
87062,12,7,4,4,3,0
87063,05,3,1,0,0,1
87064,02,9,4,4,4,0
87065,06,5,1,1,0,0
87066,11,6,1,1,0,0
87067,03,1,3,0,0,3
87068,05,9,5,5,5,0
87069,04,4,4,4,4,0
87070,08,6,2,2,0,0
87071,05,2,4,3,0,1
87072,05,5,4,1,0,3
87073,07,2,2,2,1,0
87074,04,4,2,0,0,2
87075,09,8,4,4,4,0
87076,12,9,5,4,3,1
87077,03,8,2,0,0,2
87078,05,2,1,1,0,0
87079,01,1,2,0,0,2
87080,07,8,2,2,0,0
87081,10,6,2,1,0,1
87082,06,3,1,1,0,0
87083,06,1,3,0,0,3
87084,12,6,2,2,0,0
87085,02,6,3,3,3,0
87086,02,6,1,1,0,0
87087,07,3,2,2,0,0
87088,10,2,2,2,0,0
87089,03,4,4,4,4,0
87090,12,4,3,3,3,0
87091,05,6,5,5,1,0
87092,10,4,2,2,2,0
87093,01,6,4,4,1,0
87094,09,6,5,4,4,1
87095,12,2,2,2,1,0
87096,12,2,1,1,0,0
87097,03,4,4,4,4,0
87098,09,2,1,0,0,1
87099,10,2,2,2,1,0
87100,10,2,1,0,0,1
87101,01,9,5,5,5,0
87102,01,2,1,1,0,0
87103,07,1,3,0,0,3
87104,07,4,4,4,3,0
87105,12,9,5,5,5,0
87106,01,6,1,1,0,0
87107,02,8,2,1,0,1
87108,12,8,3,0,0,3
87109,02,8,2,0,0,2
87110,03,4,5,5,5,0
87111,01,9,5,5,5,0
87112,08,5,3,1,0,2
87113,03,6,4,4,4,0
87114,03,3,2,2,2,0
87115,09,1,3,1,0,2
87116,11,2,2,0,0,2
87117,03,7,4,3,3,1
87118,02,4,4,4,4,0
87119,12,6,1,0,0,1
87120,10,2,1,1,1,0
87121,10,9,4,4,4,0
87122,03,7,4,4,4,0
87123,11,8,3,0,0,3
87124,07,8,3,0,0,3
87125,08,4,4,3,3,1
87126,05,7,5,5,5,0
87127,10,4,5,5,5,0
87128,10,3,1,0,0,1
87129,05,7,4,4,4,0
87130,10,1,1,0,0,1
87131,01,6,5,5,2,0
87132,04,6,1,1,0,0
87133,07,1,1,0,0,1
87134,08,1,4,2,0,2
87135,08,5,2,1,0,1
87136,10,7,2,0,0,2
87137,09,9,5,5,5,0
87138,02,5,1,0,0,1
87139,07,7,2,2,2,0
87140,04,4,1,1,0,0
87141,06,5,1,0,0,1
87142,11,4,2,2,0,0
87143,08,7,4,4,4,0
87144,11,5,1,0,0,1
87145,10,6,4,4,3,0
87146,11,7,3,3,3,0
87147,08,4,4,4,4,0
87148,05,4,4,4,4,0
87149,09,1,5,5,5,0
87150,06,1,1,1,0,0
87151,08,6,2,2,0,0
87152,04,8,1,0,0,1
